CO2 (g/s) [estimated maf],intake_pressure,intake_temperature,rpm,speed
0.8578383282546777,56.0,51.0,764.0,0.0
0.8791720039573463,58.0,51.0,756.0,0.0
0.8468707336970087,57.0,51.0,741.0,0.0
0.860585239505867,57.0,51.0,753.0,0.0
0.8331361774410614,56.0,51.0,742.0,0.0
0.8791720039573463,58.0,51.0,756.0,0.0
0.8409959526999391,56.0,51.0,749.0,0.0
0.8594423640217955,57.0,51.0,752.0,0.0
0.8955131183348602,59.0,51.0,757.0,0.0
0.8733573743015439,58.0,51.0,751.0,0.0
0.8733573743015439,58.0,51.0,751.0,0.0
0.8745203002327043,58.0,51.0,752.0,0.0
0.8617281149899386,58.0,51.0,741.0,0.0
0.8454055402615627,57.0,52.0,742.0,0.0
0.8579385064918553,57.0,52.0,753.0,0.0
0.8683526618442996,58.0,52.0,749.0,0.0
0.8590778670582455,57.0,52.0,754.0,0.0
0.8774275688116885,59.0,52.0,744.0,0.0
0.856799145925465,57.0,52.0,752.0,0.0
0.8613965657547591,58.0,52.0,743.0,0.0
0.8868622738526742,59.0,52.0,752.0,0.0
0.8787868059786104,58.0,52.0,758.0,0.0
0.8488236219607335,57.0,52.0,745.0,0.0
0.8522417036599041,57.0,52.0,748.0,0.0
0.8625559151030159,58.0,52.0,744.0,0.0
0.8417675819618605,56.0,52.0,752.0,0.0
0.8476842613943432,57.0,52.0,744.0,0.0
0.8880416119827975,59.0,52.0,753.0,0.0
0.8833242594623044,59.0,52.0,749.0,0.0
0.8556597853590749,57.0,52.0,751.0,0.0
0.8545204247926848,57.0,52.0,750.0,0.0
0.8556597853590749,57.0,52.0,751.0,0.0
0.8706713605408131,58.0,52.0,751.0,0.0
0.851102343093514,57.0,52.0,747.0,0.0
0.8856829357225511,59.0,52.0,751.0,0.0
0.9021936695442764,59.0,52.0,765.0,0.0
0.8695120111925563,58.0,52.0,750.0,0.0
0.8821449213321813,59.0,52.0,748.0,0.0
0.8764681072820968,58.0,52.0,756.0,0.0
0.8880416119827975,59.0,52.0,753.0,0.0
0.8996550942472316,58.0,52.0,776.0,0.0
1.4593409865091065,78.0,52.0,936.0,0.0
2.303926986714143,79.0,52.0,1459.0,4.0
2.505713739656416,77.0,52.0,1628.0,8.0
2.7405219602421385,69.0,52.0,1987.0,11.0
2.993100207907177,71.0,52.0,2109.0,13.0
3.1086553558773877,81.0,52.0,1920.0,15.0
3.575470824173613,84.0,53.0,2136.0,18.0
3.5439056724353226,76.0,53.0,2340.0,20.0
3.9257164725020153,100.0,53.0,1970.0,23.0
3.6108620549104833,100.0,53.0,1812.0,25.0
3.9237493519199065,99.0,54.0,1995.0,27.0
4.249819568436255,101.0,54.0,2118.0,29.0
4.511820056794119,99.0,54.0,2294.0,32.0
4.810772388368968,99.0,54.0,2446.0,35.0
4.502443029913248,94.0,54.0,2411.0,37.0
2.540002156355615,59.0,54.0,2167.0,39.0
1.2366947528265826,30.0,54.0,2075.0,39.0
1.3111944367317987,33.0,54.0,2000.0,39.0
1.3878794446982343,35.0,54.0,1996.0,38.0
2.1062550633682617,57.0,54.0,1860.0,37.0
2.928552774440472,99.0,54.0,1489.0,37.0
2.823041355448311,100.0,54.0,1421.0,38.0
2.934453149405765,99.0,54.0,1492.0,39.0
2.468025528411989,82.0,54.0,1515.0,40.0
2.013895321908169,67.0,54.0,1513.0,41.0
2.088534071890008,68.0,54.0,1546.0,42.0
1.8543070656920089,59.0,54.0,1582.0,43.0
2.1306909596891725,65.0,54.0,1650.0,44.0
1.6305497484054905,49.0,54.0,1675.0,46.0
0.8373764470946259,25.0,54.0,1686.0,46.0
0.8215626475243453,31.0,54.0,1334.0,47.0
1.2241192061833823,47.0,54.0,1311.0,48.0
1.0640541519902291,40.0,54.0,1339.0,49.0
0.6699408908404502,26.0,54.0,1297.0,50.0
0.6191420397082803,23.0,54.0,1355.0,50.0
0.6398628851251176,24.0,54.0,1342.0,50.0
0.6374788952401507,24.0,54.0,1337.0,50.0
0.7748960455261182,29.0,54.0,1345.0,50.0
0.8277212880605099,31.0,54.0,1344.0,50.0
0.822178511577962,31.0,54.0,1335.0,50.0
0.9526423580327756,36.0,54.0,1332.0,50.0
1.113919273750787,42.0,54.0,1335.0,49.0
0.9519271610672856,36.0,54.0,1331.0,49.0
0.9710189467293956,37.0,54.0,1321.0,49.0
1.4685377691396142,55.0,54.0,1344.0,48.0
2.071528277377244,76.0,54.0,1372.0,48.0
1.301519411115308,49.0,54.0,1337.0,48.0
0.851561186910179,38.0,54.0,1128.0,47.0
1.309843509130317,53.0,54.0,1244.0,46.0
3.0164448129903683,99.0,53.0,1529.0,46.0
2.540038195182725,94.0,53.0,1356.0,46.0
1.6407502105579994,62.0,53.0,1328.0,47.0
2.602231906404445,91.0,53.0,1435.0,47.0
2.441038401094451,96.0,53.0,1276.0,47.0
2.3191618429938305,92.0,53.0,1265.0,47.0
2.616480065175201,100.0,53.0,1313.0,47.0
2.619907594278096,99.0,53.0,1328.0,47.0
2.0766043764796445,78.0,53.0,1336.0,48.0
1.347098647416935,52.0,53.0,1300.0,48.0
3.0186658599144245,98.0,52.0,1541.0,48.0
2.8951151991976145,99.0,52.0,1463.0,48.0
2.8504002941622644,100.0,52.0,1426.0,49.0
2.74274071502932,99.0,52.0,1386.0,49.0
2.744719604434103,99.0,52.0,1387.0,50.0
2.516787524810454,90.0,52.0,1399.0,51.0
2.227869671712128,81.0,52.0,1376.0,51.0
2.272096613675482,81.0,51.0,1399.0,51.0
1.327894756955032,48.0,52.0,1384.0,51.0
0.9633593420557528,35.0,52.0,1377.0,50.0
1.7013004859465606,61.0,51.0,1391.0,51.0
2.190651697600068,79.0,51.0,1383.0,50.0
2.363646955083738,87.0,51.0,1355.0,50.0
2.8209575522890646,101.0,51.0,1393.0,50.0
2.808766880458968,99.0,51.0,1415.0,51.0
1.6561669295492794,56.0,51.0,1475.0,51.0
0.9094882799558754,35.0,51.0,1296.0,50.0
0.9529977501389496,35.0,51.0,1358.0,50.0
0.6813542929775255,26.0,51.0,1307.0,49.0
0.7152395485578922,28.0,51.0,1274.0,47.0
0.6807527795648564,32.0,51.0,1061.0,43.0
0.6905774986384537,34.0,51.0,1013.0,41.0
0.6595795074388995,32.0,51.0,1028.0,39.0
0.6473888356088031,32.0,51.0,1009.0,38.0
0.6524014473810468,33.0,51.0,986.0,35.0
0.6961093285007075,35.0,52.0,995.0,31.0
0.6701039232923967,34.0,52.0,986.0,29.0
0.6769001091270052,34.0,52.0,996.0,26.0
0.6775797277104662,34.0,52.0,997.0,25.0
0.6660262117916317,34.0,52.0,980.0,23.0
0.6655664698087023,33.0,52.0,1009.0,22.0
0.6390013787081297,32.0,52.0,999.0,21.0
0.6281274813727561,32.0,52.0,982.0,20.0
0.6775797277104662,34.0,52.0,997.0,19.0
0.6682049890150799,33.0,52.0,1013.0,18.0
0.6622683208007306,33.0,52.0,1004.0,16.0
0.6537131221618704,32.0,52.0,1022.0,13.0
0.7331885188630568,35.0,52.0,1048.0,9.0
0.7398048056608666,39.0,52.0,949.0,8.0
0.7343878457750463,44.0,52.0,835.0,7.0
0.7303900894017472,45.0,52.0,812.0,6.0
0.8175411783396678,50.0,52.0,818.0,4.0
0.8729101041098606,55.0,52.0,794.0,3.0
0.9137671742449774,57.0,52.0,802.0,2.0
0.9183246165105384,57.0,52.0,806.0,1.0
0.9212429786630468,56.0,52.0,823.0,0.0
1.0086938993289647,63.0,52.0,801.0,0.0
1.0965845731959458,65.0,52.0,844.0,0.0
1.1147743646944566,65.0,52.0,858.0,0.0
1.1247298294560146,65.0,51.0,863.0,0.0
1.1539633813117396,67.0,51.0,859.0,0.0
1.1049801390733751,66.0,51.0,835.0,0.0
1.0817216204501647,65.0,51.0,830.0,0.0
1.0702126638210938,64.0,51.0,834.0,0.0
1.0535306918430674,64.0,51.0,821.0,0.0
1.106483922605048,65.0,51.0,849.0,0.0
1.119536763659971,66.0,51.0,846.0,1.0
1.1407100357859274,66.0,51.0,862.0,0.0
1.1087095222319243,64.0,51.0,864.0,0.0
1.1687405608163135,67.0,51.0,870.0,0.0
1.151276621401817,67.0,51.0,857.0,0.0
1.1130003179089647,65.0,51.0,854.0,0.0
1.128800070215077,66.0,51.0,853.0,0.0
1.092027550253898,64.0,51.0,851.0,0.0
1.0714958924347882,64.0,51.0,835.0,0.0
1.0727791210484825,64.0,51.0,836.0,0.0
1.0740623496621768,64.0,51.0,837.0,0.0
1.059245528669332,64.0,52.0,828.0,0.0
1.1249686434463697,67.0,52.0,840.0,0.0
1.096344707813548,64.0,52.0,857.0,0.0
1.0201274825566,59.0,52.0,865.0,0.0
1.0130514537758606,59.0,52.0,859.0,0.0
1.0154101300361074,59.0,52.0,861.0,0.0
0.9993591381973114,58.0,52.0,862.0,0.0
1.0109526316798787,58.0,52.0,872.0,0.0
1.0109526316798787,58.0,52.0,872.0,0.0
0.9650383997325384,57.0,52.0,847.0,0.0
1.0024374106047516,59.0,52.0,850.0,0.0
0.991243692759514,58.0,52.0,855.0,0.0
0.9918233674336424,59.0,52.0,841.0,0.0
1.018228548279283,60.0,52.0,849.0,0.0
0.9832681687947826,57.0,52.0,863.0,0.0
1.0146305675433138,60.0,52.0,846.0,0.0
0.9947217408042844,58.0,52.0,858.0,0.0
0.967317120865319,57.0,52.0,849.0,0.0
1.0633232401700972,62.0,52.0,858.0,0.0
1.0779550284963717,63.0,52.0,856.0,0.0
1.1292862203295324,66.0,52.0,856.0,0.0
1.1173729063371012,65.0,52.0,860.0,0.0
1.1225699896223895,65.0,52.0,864.0,0.0
1.1437181208371423,67.0,52.0,854.0,0.0
1.1160736355157783,65.0,52.0,859.0,0.0
1.124009181916778,66.0,52.0,852.0,0.0
1.1580700662172858,68.0,52.0,852.0,0.0
1.6324438374729582,68.0,52.0,1201.0,3.0
2.2467390817941,80.0,52.0,1405.0,6.0
2.672180315040591,76.0,52.0,1759.0,9.0
2.8402060154103523,65.0,52.0,2186.0,12.0
2.706392921641846,76.0,53.0,1787.0,15.0
2.9879684229436405,73.0,53.0,2054.0,17.0
1.8255179421977896,44.0,53.0,2082.0,19.0
1.18044500853605,37.0,53.0,1601.0,19.0
1.7395905846879995,62.0,53.0,1408.0,19.0
2.182459228773709,74.0,53.0,1480.0,20.0
2.400764934135433,79.0,53.0,1525.0,21.0
2.625646712775968,80.0,53.0,1647.0,23.0
2.549200383995112,74.0,54.0,1734.0,25.0
2.5400816226851144,69.0,54.0,1853.0,26.0
2.466873266634255,74.0,54.0,1678.0,27.0
2.480700407967064,76.0,54.0,1643.0,28.0
2.506368032395208,76.0,54.0,1660.0,30.0
1.6826995271391412,50.0,54.0,1694.0,32.0
0.971356678629766,29.0,54.0,1686.0,32.0
1.216550038298612,36.0,54.0,1701.0,32.0
1.4736037476451684,43.0,54.0,1725.0,32.0
1.789303608161911,51.0,54.0,1766.0,33.0
1.8832725427943573,52.0,54.0,1823.0,34.0
1.7021687778663712,45.0,54.0,1904.0,36.0
1.591948978851401,46.0,54.0,1742.0,37.0
1.5207868807851386,50.0,54.0,1531.0,39.0
1.5565765849337792,51.0,55.0,1541.0,40.0
1.513973790285632,49.0,55.0,1560.0,41.0
0.8601367577776614,28.0,55.0,1551.0,42.0
1.266002154304783,40.0,55.0,1598.0,43.0
1.3259748470963175,42.0,55.0,1594.0,43.0
1.3626556354219188,43.0,55.0,1600.0,44.0
1.348434897831324,42.0,55.0,1621.0,44.0
1.360912703795217,42.0,55.0,1636.0,45.0
0.7996689139558134,25.0,55.0,1615.0,45.0
0.7325066282041315,23.0,55.0,1608.0,44.0
0.7515204277681583,24.0,55.0,1581.0,44.0
0.7684743990460822,25.0,55.0,1552.0,43.0
0.7471829047426146,25.0,55.0,1509.0,42.0
0.7919841699653527,27.0,55.0,1481.0,41.0
0.9062452217204262,31.0,55.0,1476.0,40.0
1.5651327947375917,53.0,55.0,1491.0,40.0
1.7633516551925703,59.0,55.0,1509.0,41.0
2.0382793132636703,67.0,55.0,1536.0,41.0
2.0673545817636616,68.0,55.0,1535.0,42.0
1.5428906104559226,50.0,55.0,1558.0,42.0
1.005889415060654,33.0,55.0,1539.0,42.0
1.4055357146470415,45.0,55.0,1577.0,43.0
2.158782307167032,68.0,54.0,1598.0,43.0
2.268127976557514,71.0,54.0,1608.0,44.0
1.603292797387369,49.0,54.0,1647.0,45.0
0.9408217415198148,29.0,54.0,1633.0,45.0
0.9117171983408436,28.0,54.0,1639.0,45.0
1.267567421836904,39.0,54.0,1636.0,45.0
2.0298879207198217,62.0,54.0,1648.0,45.0
2.372507000354316,71.0,54.0,1682.0,46.0
2.167762002400408,63.0,54.0,1732.0,46.0
1.0499290119218003,41.0,54.0,1289.0,47.0
0.976899455112314,37.0,54.0,1329.0,48.0
0.8003054043833904,36.0,54.0,1119.0,47.0
0.8733349611928767,35.0,54.0,1256.0,46.0
0.8732554948633778,36.0,54.0,1221.0,45.0
0.846793207140245,36.0,54.0,1184.0,45.0
0.8644347322889999,37.0,54.0,1176.0,44.0
0.7683599399248341,33.0,54.0,1172.0,43.0
0.896439796494681,39.0,54.0,1157.0,43.0
1.264567567898321,53.0,54.0,1201.0,42.0
1.7059434285175687,62.0,54.0,1385.0,42.0
1.7441269998417888,62.0,54.0,1416.0,42.0
0.9163461120341548,41.0,54.0,1125.0,43.0
0.9578871357797032,42.0,54.0,1148.0,42.0
1.259302923569019,52.0,54.0,1219.0,42.0
2.4024587711920966,80.0,53.0,1507.0,42.0
2.7092624808907817,82.0,53.0,1658.0,43.0
1.827909241571903,63.0,53.0,1456.0,44.0
2.6681520591508243,81.0,53.0,1653.0,44.0
2.2838702497308807,69.0,53.0,1661.0,45.0
1.5165620630624028,56.0,53.0,1359.0,45.0
1.9964958474468624,66.0,53.0,1518.0,46.0
1.001555887857621,35.0,53.0,1436.0,46.0
1.067316620645726,40.0,53.0,1339.0,46.0
1.478699822972282,52.0,53.0,1427.0,46.0
1.8409019681712495,62.0,53.0,1490.0,46.0
2.3889080747387896,72.0,53.0,1665.0,47.0
1.7536195410161284,55.0,53.0,1600.0,47.0
0.736520207226774,30.0,53.0,1232.0,47.0
0.9548259125884976,37.0,53.0,1295.0,48.0
1.1354686528079434,44.0,53.0,1295.0,47.0
1.1684486566759171,45.0,53.0,1303.0,47.0
1.1407295114309917,44.0,53.0,1301.0,47.0
1.1585845467577016,45.0,53.0,1292.0,47.0
1.1505139113700702,45.0,53.0,1283.0,47.0
1.1751642224182175,46.0,53.0,1282.0,46.0
1.1505139113700702,45.0,53.0,1283.0,46.0
0.9422915183691892,37.0,53.0,1278.0,46.0
0.8278877708126711,35.0,53.0,1187.0,46.0
0.7453680149109917,36.0,53.0,1039.0,42.0
0.758699508921671,37.0,53.0,1029.0,41.0
0.7845056146673061,37.0,53.0,1064.0,40.0
1.0509501841947362,37.0,52.0,1421.0,39.0
0.9594490913784496,33.0,53.0,1459.0,39.0
0.7778099764197901,34.0,53.0,1148.0,38.0
0.821610609955625,35.0,53.0,1178.0,36.0
0.8864025318697449,35.0,52.0,1267.0,35.0
0.9000748586664279,37.0,52.0,1217.0,34.0
0.8188204603791236,38.0,52.0,1078.0,33.0
1.1379213740958585,48.0,52.0,1186.0,32.0
2.701483869256873,85.0,52.0,1590.0,32.0
2.8728676849802066,84.0,52.0,1711.0,33.0
2.8075043682767653,81.0,52.0,1734.0,34.0
2.842712287380602,82.0,51.0,1729.0,35.0
2.722610109317646,83.0,51.0,1636.0,35.0
2.977491392712687,100.0,51.0,1485.0,36.0
2.9298515304292843,99.0,51.0,1476.0,37.0
2.9100015878112,99.0,51.0,1466.0,38.0
2.461272581959954,82.0,51.0,1497.0,39.0
1.156529838539128,39.0,51.0,1479.0,40.0
0.9589418212632572,34.0,52.0,1411.0,39.0
0.8371501733507001,31.0,52.0,1351.0,38.0
0.843686505021044,32.0,52.0,1319.0,37.0
0.7869583420839296,31.0,52.0,1270.0,36.0
0.8083663274629462,37.0,52.0,1093.0,34.0
0.8115245549978527,39.0,52.0,1041.0,32.0
0.8179009764132649,41.0,52.0,998.0,31.0
0.8202196751097784,42.0,52.0,977.0,29.0
0.8328126076856707,42.0,52.0,992.0,26.0
0.8059476848571006,40.0,52.0,1008.0,24.0
0.8785669293780787,39.0,52.0,1127.0,23.0
1.0629234645327672,46.0,52.0,1156.0,21.0
2.171944630466055,68.0,51.0,1593.0,19.0
2.4808017174246157,76.0,51.0,1628.0,20.0
3.1482008992282147,99.0,51.0,1586.0,21.0
3.338399440314225,100.0,51.0,1665.0,22.0
3.5094899053244437,101.0,51.0,1733.0,23.0
3.6146745507532025,99.0,51.0,1821.0,25.0
3.7814140687451134,99.0,51.0,1905.0,26.0
3.979251830172024,97.0,51.0,2046.0,28.0
3.683186928456228,86.0,51.0,2136.0,30.0
3.122035065777103,73.0,51.0,2133.0,31.0
2.542797699823724,68.0,51.0,1865.0,32.0
2.300828904353982,64.0,51.0,1793.0,32.0
1.9784177151632747,56.0,51.0,1762.0,33.0
1.9817460893800445,57.0,51.0,1734.0,32.0
3.021040963789939,86.0,51.0,1752.0,32.0
3.087568347231156,87.0,51.0,1770.0,33.0
3.0349960749638667,84.0,51.0,1802.0,34.0
3.0383645500748133,82.0,51.0,1848.0,35.0
1.3800654776265855,37.0,52.0,1866.0,35.0
2.7944317049360774,75.0,52.0,1864.0,35.0
3.114252214800006,82.0,52.0,1900.0,36.0
3.04762785662992,77.0,51.0,1974.0,37.0
2.38842930768571,59.0,51.0,2019.0,38.0
2.2691265174845743,55.0,52.0,2064.0,39.0
0.9498669142958684,32.0,52.0,1485.0,39.0
0.8277754346553136,34.0,52.0,1218.0,38.0
1.0390968365479043,38.0,52.0,1368.0,37.0
2.164025502430541,74.0,52.0,1463.0,36.0
2.583949831881879,93.0,52.0,1390.0,38.0
2.668102603539825,94.0,52.0,1420.0,38.0
2.625806341110321,89.0,52.0,1476.0,40.0
2.476650050822532,82.0,52.0,1511.0,41.0
1.193290299866051,38.0,52.0,1571.0,42.0
0.8775874790666204,32.0,52.0,1372.0,42.0
0.9703754044908928,31.0,52.0,1566.0,42.0
1.474032741180981,47.0,52.0,1569.0,43.0
1.6791576206949588,53.0,52.0,1585.0,43.0
1.417764320226796,44.0,52.0,1612.0,44.0
1.0705791679876353,33.0,52.0,1623.0,44.0
1.0566869645904209,32.0,52.0,1652.0,45.0
1.0311013238013065,31.0,52.0,1664.0,46.0
0.9524054895929132,29.0,52.0,1643.0,46.0
0.92516077990888,28.0,52.0,1653.0,46.0
0.9657380070978658,29.0,52.0,1666.0,47.0
0.9847673274347696,34.0,52.0,1449.0,46.0
1.0897084322338717,42.0,52.0,1298.0,48.0
1.0654020734842125,41.0,52.0,1300.0,48.0
0.968856257069039,37.0,52.0,1310.0,48.0
0.8196200116537833,36.0,52.0,1139.0,49.0
0.9192840780401303,35.0,52.0,1314.0,49.0
0.928998626027247,36.0,52.0,1291.0,48.0
0.9347553952047976,36.0,52.0,1299.0,48.0
0.9390729720879608,36.0,52.0,1305.0,48.0
0.937633779793573,36.0,52.0,1303.0,48.0
0.90878996756022,35.0,52.0,1299.0,48.0
0.9059915380989104,35.0,52.0,1295.0,48.0
0.924681049144084,36.0,52.0,1285.0,48.0
0.8495232293260606,34.0,52.0,1250.0,47.0
0.6926112916740708,33.0,52.0,1050.0,44.0
0.6857351507119962,34.0,52.0,1009.0,43.0
0.6796185834608486,34.0,52.0,1000.0,42.0
0.6821171811941605,35.0,52.0,975.0,42.0
0.6835163959248153,35.0,52.0,977.0,42.0
0.6550123929831927,33.0,52.0,993.0,42.0
0.6464372055624661,33.0,52.0,980.0,42.0
0.6772199296368692,35.0,52.0,968.0,42.0
0.6457775757608717,33.0,52.0,979.0,42.0
0.6714631604593184,34.0,52.0,988.0,43.0
0.6982081505966895,35.0,52.0,998.0,43.0
0.6968089358660348,35.0,52.0,996.0,44.0
0.6378620181417395,33.0,52.0,967.0,44.0
0.6517142439752209,33.0,52.0,988.0,44.0
0.6358031736094905,32.0,52.0,994.0,45.0
